Firstname;Lastname;Title;Department
Svend;Eskildsen;Læge;BoernOgUnge
Kristine;Mørk;Læge;BoernOgUnge
Julie;Holst;Læge;BoernOgUnge
Marianne;Steenstrup;Læge;BoernOgUnge
Gudrun;Monrad;Læge;BoernOgUnge
Klara;Carstensen;Læge;BoernOgUnge
Niels;Bendtsen;Læge;BoernOgUnge
Camilla;Westermann;Læge;BoernOgUnge
Pia;Hermansen;Læge;BoernOgUnge
Lærke;Vestergård;Læge;BoernOgUnge
Kurt;Enevoldsen;Læge;BoernOgUnge
Alfred;Koch;Læge;BoernOgUnge
Jytte;Jessen;Læge;BoernOgUnge
Inge;Hjorth;Læge;BoernOgUnge
Silke;Koch;Læge;BoernOgUnge
Anne;Kristiansen;Læge;BoernOgUnge
Pelle;Jacobsen;Læge;BoernOgUnge
Victoria;Mærsk;Læge;BoernOgUnge
Ellen;Kirkegaard;Læge;BoernOgUnge
Jens;Eskildsen;Læge;BoernOgUnge
Signe;Frost;Læge;BoernOgUnge
Gerda;Kirkegaard;Læge;BoernOgUnge
Oliver;Hunnerup;Læge;BoernOgUnge
Camilla;Danielsen;Læge;BoernOgUnge
Signe;Heller;Læge;BoernOgUnge
Hanne;Eriksen;Læge;BoernOgUnge
Nikolaj;Justesen;Læge;BoernOgUnge
Kamilla;Thøgersen;Læge;BoernOgUnge
Pelle;Lund ;Læge;BoernOgUnge
Martin;Ballin;Læge;BoernOgUnge
Klara;Heller;Læge;BoernOgUnge
Emilie;Stokholm;Læge;BoernOgUnge
Gorm;Bjerre;Læge;BoernOgUnge
Knud;Laustsen;Læge;BoernOgUnge
Pernille;Leth;Læge;BoernOgUnge
Søren;Rohde;Læge;BoernOgUnge
Jytte;Andersen ;Læge;BoernOgUnge
Alfred;Bech;Læge;BoernOgUnge
Joachim;Birch;Læge;BoernOgUnge
Johannes;Vestergård;Læge;BoernOgUnge
Malene;Jacobsen;Læge;BoernOgUnge
Pernille;Nikolajsen;Læge;BoernOgUnge
Børge;Jepsen;Læge;BoernOgUnge
Victoria;Lorentzen;Læge;BoernOgUnge
Poul;Vestager;Læge;BoernOgUnge
Freja;Søndergaard;Læge;BoernOgUnge
Maja;Frandsen;Læge;BoernOgUnge
Søren;Thorø;Læge;BoernOgUnge
Sebastian;Christoffersen;Læge;BoernOgUnge
Nikolaj;Hunnerup;Læge;BoernOgUnge
Mette;Steen;Læge;BoernOgUnge
Hans;Stokholm;Læge;BoernOgUnge
Mette;Larsen;Læge;BoernOgUnge
Jens;Østergaard;Driftschef;Drift
Carsten;Søndergard;Souschef;Drift
Anne;Beck;Portør;Drift
Helle;Thorø;Portør;Drift
Thomas;Dyrholm;Portør;Drift
Rasmus;Hougaard;Portør;Drift
Louise;Eriksen;Portør;Drift
Vibeke;Mogensen;Portør;Drift
Pelle;Toft;Portør;Drift
Torben;Hjorth;Portør;Drift
Karoline;Steenstrup;Portør;Drift
Andreas;Kjærgård;Portør;Drift
Victor;Thorø;Portør;Drift
Paul;Troelsgaard;Portør;Drift
Bjarne;Jønsson;Portør;Drift
Margrethe;Hemmingsen;Portør;Drift
Niels;Steen;Portør;Drift
Oluf;Nørgård;Portør;Drift
Mette;Sommer;Portør;Drift
Birgit;Bjerregaard;Portør;Drift
Kirstine;Hansen;Portør;Drift
Knud;Mølgård;Portør;Drift
Laura;Dalsgaard;Portør;Drift
Åge;Dybvad;Portør;Drift
Caroline;Olsen;Portør;Drift
Birgitte;Ballin;Portør;Drift
Børge;Toft;Portør;Drift
Frederik;FuhlenDorff;Portør;Drift
Finn;Schou;Portør;Drift
Silke;Munk;Portør;Drift
Lone;Koch;Portør;Drift
Malene;Winther;Portør;Drift
Anders;Kristiansen;Portør;Drift
Maria;Thøgersen;Portør;Drift
Abel;Laursen;Portør;Drift
Svend;Hougaard;Portør;Drift
Kim;Jakobsen;Portør;Drift
Grethe;Nilsson;Portør;Drift
Marianne;Hviid;Portør;Drift
Victoria;Kjær;Portør;Drift
Pia;Eriksen;Portør;Drift
Line;Panum;Portør;Drift
Åge;Thorø;Portør;Drift
Kristine;Meinert;Portør;Drift
Svend;Hedegaard;Portør;Drift
Gorm;Monrad;Portør;Drift
Edith;Paulsen;Portør;Drift
Mette;Steenstrup;Portør;Drift
Niels;Dahl;Portør;Drift
Camilla;Engelstoft;Portør;Drift
Peter;Clausen;Portør;Drift
Kasper;Lorentzen;Portør;Drift
Oluf;Andersen ;Portør;Drift
Erna;Heller;Portør;Drift
Jan;Karlsen;Portør;Drift
Kamilla;Mikkelsen;Portør;Drift
Bjarne;Holm;Portør;Drift
Emilie;Carlsen;Portør;Drift
Helene;Schrøder;Portør;Drift
Birte;Søndergård;Portør;Drift
Erna;Borg;Portør;Drift
Charlotte;Nygaard;Portør;Drift
Lis;Berg;Portør;Drift
Mette;Søltoft;Portør;Drift
Lise;Møller;Portør;Drift
Marie;Beck;Portør;Drift
Laura;Pilmark;Portør;Drift
Line;Aagaard;Portør;Drift
Åge;Westermann;Portør;Drift
Kristoffer;Søndergaard;Portør;Drift
Lærke;Klausen;Portør;Drift
Christian;Hviid;Portør;Drift
Bjarne;Krog ;Portør;Drift
Johannes;Dybvad;Portør;Drift
Maria;Juhl;Portør;Drift
Irene;Frandsen;Portør;Drift
Kaj;Pilmark;Portør;Drift
Christine;Hansen ;Portør;Drift
Silke;Bang;Portør;Drift
Valdemar;Kjærgaard;Portør;Drift
Torben;Skov;Portør;Drift
Jette;Engelstoft;Portør;Drift
Mikkel;Schou;Portør;Drift
Emma;Simonsen;Portør;Drift
Kirsten;Bisgaard;Portør;Drift
Anders;Villadsen;Portør;Drift
Arne;Bach;Portør;Drift
Irene;Nikolajsen;Portør;Drift
Erik;Thomassen;Portør;Drift
Ingrid;Dyrholm;Portør;Drift
Marie;Dalsgaard;Portør;Drift
Pelle;Henningsen;Portør;Drift
Amalie;Bjørnholt;Portør;Drift
Bent;Juhl;Portør;Drift
Amalie;Mogensen;Portør;Drift
Kirsten;Jeppesen;Portør;Drift
Sebastian;Svendsen;Portør;Drift
Knud;Toft;Portør;Drift
Niels;Berendsen;Portør;Drift
Mathilde;Thomsen;Portør;Drift
Gudrun;Olesen;Portør;Drift
Oliver;Mølgård;Portør;Drift
Else;Meinert;Portør;Drift
Pelle;Arreborg;Portør;Drift
Børge;Henriksen;Portør;Drift
Christine;Andersen ;Portør;Drift
Harald;Asmussen;Portør;Drift
Lærke;Topsøe;Portør;Drift
Margrethe;Panum;Portør;Drift
Andreas;Lauridsen;Portør;Drift
Magnus;Laustsen;Portør;Drift
Ulla;Svensson;Portør;Drift
Karen;Mathiasen;Portør;Drift
Magnus;Laustsen;Portør;Drift
Peder;Jørgensen;Portør;Drift
Lærke;Hjorth;Rengøringsassistent;Drift
Lone;Lauritsen;Rengøringsassistent;Drift
Tobias;Østergård;Rengøringsassistent;Drift
Josefine;Meyer;Rengøringsassistent;Drift
Katrine;Christoffersen;Rengøringsassistent;Drift
Grethe;Søgård;Rengøringsassistent;Drift
Niels;Prahl;Rengøringsassistent;Drift
Grethe;Bisgaard;Rengøringsassistent;Drift
Carl;Ballin;Rengøringsassistent;Drift
Poul;Kramp;Rengøringsassistent;Drift
Victoria;Johannesen;Rengøringsassistent;Drift
Kristoffer;Koch;Rengøringsassistent;Drift
Emma;Birch;Rengøringsassistent;Drift
Lucas;Rohde;Rengøringsassistent;Drift
Valdemar;Kristensen;Rengøringsassistent;Drift
Henrik;Lauritsen;Rengøringsassistent;Drift
Kamilla;Johansen;Rengøringsassistent;Drift
Kaj;Mogensen;Rengøringsassistent;Drift
Mikkel;Hermansen;Rengøringsassistent;Drift
Kirstine;Andersen;Rengøringsassistent;Drift
Christoffer;Kristiansen;Rengøringsassistent;Drift
Leif;Mærsk;Rengøringsassistent;Drift
Ingrid;Krog ;Rengøringsassistent;Drift
Tove;Lind;Rengøringsassistent;Drift
Julie;Pilmark;Rengøringsassistent;Drift
Josefine;Kjær;Rengøringsassistent;Drift
Henning;Thorsen;Rengøringsassistent;Drift
Maja;Larsen;Rengøringsassistent;Drift
Lucas;Bernstorff;Rengøringsassistent;Drift
Kristoffer;Johansen;Rengøringsassistent;Drift
Mathilde;Kofoed;Rengøringsassistent;Drift
Karoline;Hoffmann;Rengøringsassistent;Drift
Agnes;Christiansen;Rengøringsassistent;Drift
Viggo;Hunnerup;Rengøringsassistent;Drift
Niels;Villadsen;Rengøringsassistent;Drift
Aage;Villadsen;Rengøringsassistent;Drift
Grethe;Damgård;Rengøringsassistent;Drift
Carl;Steenstrup;Rengøringsassistent;Drift
Malene;Schou;Rengøringsassistent;Drift
Ingeborg;Hviid;Rengøringsassistent;Drift
Aage;Øgendahl;Rengøringsassistent;Drift
Josefine;Dybdahl;Rengøringsassistent;Drift
Mette;Schou;Rengøringsassistent;Drift
Kristoffer;Damgård;Rengøringsassistent;Drift
Victoria;Schou;Rengøringsassistent;Drift
Emil;Thomsen;Rengøringsassistent;Drift
Jette;Lange;Rengøringsassistent;Drift
Signe;Svensson;Rengøringsassistent;Drift
Ulla;Lind;Rengøringsassistent;Drift
Ellen;Damgård;Rengøringsassistent;Drift
Susanne;Bisgaard;Rengøringsassistent;Drift
Morten;Lorentzen;Rengøringsassistent;Drift
Christoffer;Danielsen;Rengøringsassistent;Drift
Irene;Persson;Rengøringsassistent;Drift
Ole;Lange;Rengøringsassistent;Drift
Emma;Clausager;Rengøringsassistent;Drift
Susanne;Schack ;Rengøringsassistent;Drift
Ingeborg;Spang;Rengøringsassistent;Drift
Johanne;Bøttger;Rengøringsassistent;Drift
Henry;Kallesoe;Rengøringsassistent;Drift
Helle;Carstensen;Rengøringsassistent;Drift
Preben;Christensen;Rengøringsassistent;Drift
Gerda;Hansen;Rengøringsassistent;Drift
Bjarne;Kallesoe;Rengøringsassistent;Drift
Jette;Kampmann;Rengøringsassistent;Drift
Mette;Villadsen;Rengøringsassistent;Drift
Malene;Simonsen;Rengøringsassistent;Drift
Birgitte;Mogensen;Rengøringsassistent;Drift
Kristian;Nørgaard;Rengøringsassistent;Drift
Kamilla;Asmussen;Rengøringsassistent;Drift
Jens;Mørk;Rengøringsassistent;Drift
Daniel;Pedersen;Rengøringsassistent;Drift
Margrethe;Berg;Rengøringsassistent;Drift
Christine;Danielsen;Rengøringsassistent;Drift
Cecilie;Lauritzen;Rengøringsassistent;Drift
Kristoffer;Bang;Rengøringsassistent;Drift
Aage;Solberg;Rengøringsassistent;Drift
Victoria;Carlsen;Rengøringsassistent;Drift
Christoffer;Friis;Rengøringsassistent;Drift
Clara;Nørgård;Rengøringsassistent;Drift
Edith;Sommer;Rengøringsassistent;Drift
Leif;Sommer;Rengøringsassistent;Drift
Oluf;Leth;Rengøringsassistent;Drift
Henrik;Steen;Rengøringsassistent;Drift
Holger;Spang;Rengøringsassistent;Drift
Susanne;Lund;Rengøringsassistent;Drift
Kim;Passer ;Rengøringsassistent;Drift
Valdemar;Overgård;Rengøringsassistent;Drift
Knud;Vestager;Rengøringsassistent;Drift
Victor;Schmidt;Rengøringsassistent;Drift
Caroline;Kjær;Rengøringsassistent;Drift
Jesper;Thorø;Rengøringsassistent;Drift
Birgit;Nygaard;Rengøringsassistent;Drift
Hans;Kjærgaard;Rengøringsassistent;Drift
Rasmus;Damgård;Rengøringsassistent;Drift
Knud;Arendt;Rengøringsassistent;Drift
Karoline;Olsen;Rengøringsassistent;Drift
Sebastian;Buch;Rengøringsassistent;Drift
Pia;Bernstorff;Rengøringsassistent;Drift
Irene;Jørgensen;Rengøringsassistent;Drift
Per;Prahl;Rengøringsassistent;Drift
Christoffer;Buhr;Rengøringsassistent;Drift
Preben;Caspersen;Rengøringsassistent;Drift
Silke;Lorenzen;Rengøringsassistent;Drift
Kurt;Arreborg;Rengøringsassistent;Drift
Jakob;Frederiksen;Rengøringsassistent;Drift
Knud;Berthelsen;Rengøringsassistent;Drift
Otto;Frandsen;Rengøringsassistent;Drift
Pelle;Bjerregaard;Rengøringsassistent;Drift
Johanne;Juhl;Rengøringsassistent;Drift
Gorm;Andersen ;Rengøringsassistent;Drift
Lis;Laustsen;Rengøringsassistent;Drift
Katrine;Bøttger;Rengøringsassistent;Drift
Peder;Gregersen;Rengøringsassistent;Drift
Kirsten;Fischer;Rengøringsassistent;Drift
Mikkel;Bertelsen;Rengøringsassistent;Drift
Leif;Berg;Rengøringsassistent;Drift
Thomas;Kirkegaard;Rengøringsassistent;Drift
Joachim;Mortensen;Rengøringsassistent;Drift
Jørgen;Olsson;Rengøringsassistent;Drift
Jytte;Mølgård;Rengøringsassistent;Drift
Christian;Lund ;Rengøringsassistent;Drift
Susanne;Olesen;Rengøringsassistent;Drift
Else;Hald;Rengøringsassistent;Drift
Anna;Jessen;Rengøringsassistent;Drift
Viggo;Kragh;Rengøringsassistent;Drift
Jacob;Strandberg;Rengøringsassistent;Drift
Svend;Bjørnholt;Rengøringsassistent;Drift
Freja;Nilsson;Rengøringsassistent;Drift
Emilie;Thygesen;Rengøringsassistent;Drift
Johanne;Søndergård;Rengøringsassistent;Drift
Sofie;Vestergård;Rengøringsassistent;Drift
Irene;Birch;Rengøringsassistent;Drift
Birte;Frische;Rengøringsassistent;Drift
Cecilie;Karlsen;Rengøringsassistent;Drift
Knud;Ibsen;Rengøringsassistent;Drift
Jette;Falk;Rengøringsassistent;Drift
Ingeborg;Thorø;Rengøringsassistent;Drift
Niels;Simonsen;Rengøringsassistent;Drift
Arne;Jacobsen;Rengøringsassistent;Drift
Viggo;Søltoft;Rengøringsassistent;Drift
Jacob;Prahl;Rengøringsassistent;Drift
Kristian;Persson;Rengøringsassistent;Drift
Viggo;Brøgger;Rengøringsassistent;Drift
Svend;Madsen;Rengøringsassistent;Drift
Preben;Passer ;Rengøringsassistent;Drift
Johannes;Ballin;Rengøringsassistent;Drift
Lis;Søgård;Rengøringsassistent;Drift
Sebastian;Lauritsen;Rengøringsassistent;Drift
Sofie;Hoffmann;Rengøringsassistent;Drift
Klara;Lorentzen;Rengøringsassistent;Drift
Daniel;Olsen;Rengøringsassistent;Drift
John;Meyer;Rengøringsassistent;Drift
Per;Enevoldsen;Rengøringsassistent;Drift
Clara;Frische;Rengøringsassistent;Drift
Emilie;Lauritzen;Rengøringsassistent;Drift
Camilla;Krogh;Rengøringsassistent;Drift
Jens;Østergaard;Rengøringsassistent;Drift
Vibeke;Prahl;Rengøringsassistent;Drift
John;Petersen;Rengøringsassistent;Drift
Josefine;Kjeldsen;Rengøringsassistent;Drift
Ulla;Buch;Rengøringsassistent;Drift
Jette;Hansen ;Rengøringsassistent;Drift
Lærke;Jakobsen;Rengøringsassistent;Drift
Søren;Pilmark;Rengøringsassistent;Drift
Hanne;Dalsgaard;Rengøringsassistent;Drift
Amalie;Justesen;Rengøringsassistent;Drift
Viggo;Nørgård;Rengøringsassistent;Drift
Ellen;Koch;Rengøringsassistent;Drift
Kurt;Dybvad;Rengøringsassistent;Drift
Victor;Toft;Rengøringsassistent;Drift
Grethe;Albæk;Rengøringsassistent;Drift
Mathias;Lund ;Rengøringsassistent;Drift
Freja;Sloth;Rengøringsassistent;Drift
Søren;Jepsen;Rengøringsassistent;Drift
Henrik;Huneke;Rengøringsassistent;Drift
Ingrid;Bisgaard;Rengøringsassistent;Drift
Mette;Buhr;Rengøringsassistent;Drift
Caroline;Carstensen;Rengøringsassistent;Drift
Finn;Henningsen;Rengøringsassistent;Drift
Signe;Kruse;Rengøringsassistent;Drift
Bjarne;Bach;Rengøringsassistent;Drift
Emma;Rohde;Rengøringsassistent;Drift
Pernille;Falk;Rengøringsassistent;Drift
Laura;FuhlenDorff;Rengøringsassistent;Drift
Klara;Lauritzen;Rengøringsassistent;Drift
Henning;Dybdahl;Rengøringsassistent;Drift
Jens;Gregersen;Rengøringsassistent;Drift
Morten;Davidsen;Rengøringsassistent;Drift
Niels;Kessler;Rengøringsassistent;Drift
Bente;Nilsson;Rengøringsassistent;Drift
Nikolaj;Møller;Rengøringsassistent;Drift
Finn;Søndergaard;Rengøringsassistent;Drift
Maria;Søgaard;Rengøringsassistent;Drift
Birte;Mikkelsen;Rengøringsassistent;Drift
Jacob;Kristoffersen;Rengøringsassistent;Drift
Marcus;Bach;Rengøringsassistent;Drift
Vibeke;Laursen;Rengøringsassistent;Drift
Karoline;FuhlenDorff;Rengøringsassistent;Drift
Lene;Ranthe;Rengøringsassistent;Drift
Ingeborg;Spang;Rengøringsassistent;Drift
Signe;Østergaard;Rengøringsassistent;Drift
Abel;Eriksen;Rengøringsassistent;Drift
Signe;Persson;Rengøringsassistent;Drift
Hanne;Kessler;Rengøringsassistent;Drift
Lene;Pilmark;Rengøringsassistent;Drift
Mathilde;Dalsgaard;Rengøringsassistent;Drift
Emilie;Strandberg;Rengøringsassistent;Drift
Agnes;Frederiksen;Rengøringsassistent;Drift
Flemming;Svensson;Rengøringsassistent;Drift
Ellen;Johannesen;Rengøringsassistent;Drift
Pernille;Storm ;Rengøringsassistent;Drift
Carl;Engelstoft;Rengøringsassistent;Drift
Susanne;Laustsen;Rengøringsassistent;Drift
Laura;Brøgger;Rengøringsassistent;Drift
Helene;Enevoldsen;Rengøringsassistent;Drift
Valdemar;Kristoffersen;Rengøringsassistent;Drift
Oliver;Bisgaard;Rengøringsassistent;Drift
Åge;Mathiesen;Rengøringsassistent;Drift
Bjarne;Storm ;Rengøringsassistent;Drift
Lise;Frederiksen;Rengøringsassistent;Drift
Lise;Birch;Rengøringsassistent;Drift
Louise;Iversen;Rengøringsassistent;Drift
Ida;Solberg;Rengøringsassistent;Drift
Arne;Jacobsen;Rengøringsassistent;Drift
Lucas;Poulsen;Rengøringsassistent;Drift
Else;Ravn;Rengøringsassistent;Drift
Katrine;Taarnhøj;Rengøringsassistent;Drift
Freja;Johannesen;Rengøringsassistent;Drift
Sebastian;Kragh;Rengøringsassistent;Drift
Bente;Kragh;Rengøringsassistent;Drift
Peder;Ravn;Rengøringsassistent;Drift
Sebastian;Eskildsen;Rengøringsassistent;Drift
Inger;Dahl;Rengøringsassistent;Drift
Flemming;Søndergaard;Rengøringsassistent;Drift
Bent;Pedersen ;Rengøringsassistent;Drift
Silke;Mogensen;Rengøringsassistent;Drift
Christian;Westermann;Rengøringsassistent;Drift
Erik;Dahl;Rengøringsassistent;Drift
Jette;Topsøe;Rengøringsassistent;Drift
Ole;Dyrholm;Rengøringsassistent;Drift
Kristoffer;Steffensen;Rengøringsassistent;Drift
Lis;Christiansen;Rengøringsassistent;Drift
Gerda;Michelsen;Rengøringsassistent;Drift
Nikolaj;Kjeldsen;Rengøringsassistent;Drift
Jytte;Thorø;Rengøringsassistent;Drift
Anna;FuhlenDorff;Rengøringsassistent;Drift
Sofie;Iversen;Rengøringsassistent;Drift
Erna;Strandberg;Pedel;Drift
Morten;Søndergård;Pedel;Drift
Erik;Steenstrup;Pedel;Drift
Ida;Hansen ;Pedel;Drift
Louise;Kragh;Pedel;Drift
Sten;Olesen;Pedel;Drift
Laura;Damgård;Pedel;Drift
Michael;Lange;Elektriker;Drift
Marcus;Pedersen ;Elektriker;Drift
Lucas;Hansen;Elektriker;Drift
Helle;Hansen;Elektriker;Drift
Ida;Ranthe;Elektriker;Drift
Sofie;Christiansen;Elektriker;Drift
Peter;Mikkelsen;Elektriker;Drift
Edith;Sloth;Elektriker;Drift
Jette;Lorenzen;Elektriker;Drift
Kirsten;Olesen;Elektriker;Drift
Pernille;Svendsen;Receptionist;Drift
Finn;Andersen ;Receptionist;Drift
Mette;Bang;Receptionist;Drift
Marcus;Persson;Receptionist;Drift
Grethe;Bendtsen;Receptionist;Drift
Grethe;Ranthe;Receptionist;Drift
Åse;Lind;Receptionist;Drift
Martin;Mortensen;Receptionist;Drift
Mathias;Bjerregaard;Receptionist;Drift
Cecilie;Lange;Receptionist;Drift
Niels;Meinert;Receptionist;Drift
Egon;Enevoldsen;Receptionist;Drift
Lone;Brandt;Receptionist;Drift
Gudrun;Kjær;Receptionist;Drift
Christoffer;Millang;Receptionist;Drift
Amalie;Jepsen;Receptionist;Drift
Elisabeth;Olsson;Receptionist;Drift
Irene;Thomassen;Receptionist;Drift
Maja;Bang;Receptionist;Drift
Alfred;Jespersen;Receptionist;Drift
Christian;Overgaard;Receptionist;Drift
Abel;Paulsen;Receptionist;Drift
Henning;Lorentzen;Receptionist;Drift
Knud;Brandt;Receptionist;Drift
Cecilie;Kampmann;Receptionist;Drift
Agnes;Berthelsen;Receptionist;Drift
Jens;Spang;Receptionist;Drift
Jette;Kessler;Receptionist;Drift
John;Hviid;Receptionist;Drift
Birgitte;Brøgger;Receptionist;Drift
Julie;Meinert;Receptionist;Drift
Bodil;Hjortshøj;Receptionist;Drift
Magnus;Kramp;Receptionist;Drift
Maja;Clausager;Receptionist;Drift
Henrik;Davidsen;Receptionist;Drift
Lærke;Hald;Receptionist;Drift
Morten;Mølgaard;Receptionist;Drift
Finn;Kretz;Receptionist;Drift
John;Ranthe;Receptionist;Drift
Ellen;Damgård;Receptionist;Drift
Henrik;Bjørnholt;Receptionist;Drift
Kristoffer;Taarnhøj;Receptionist;Drift
Grethe;Poulsen;Receptionist;Drift
Kurt;Bjerregaard;Jurist;Drift
Oliver;Simonsen;Jurist;Drift
Ole;Villadsen;Jurist;Drift
Agnes;Fischer;Jurist;Drift
Sten;Engelstoft;Jurist;Drift
Abel;Juhl;Jurist;Drift
Cecilie;Frederiksen;Jurist;Drift
Kirstine;Karlsen;Journalist;Drift
Katrine;Spang;Journalist;Drift
Amalie;Koch;Journalist;Drift
Morten;Carstensen;Rengøringsassistent;Drift
Ruth;Vestager;Rengøringsassistent;Drift
Lone;Bonde;Rengøringsassistent;Drift
Lis;Bach;Rengøringsassistent;Drift
Emil;Møller;Rengøringsassistent;Drift
Jens;Johansen;Rengøringsassistent;Drift
Hanne;Hansen;Rengøringsassistent;Drift
Jesper;Clausager;Rengøringsassistent;Drift
Niels;Dybdahl;Rengøringsassistent;Drift
Lise;Eriksen;Rengøringsassistent;Drift
Sebastian;Schack ;Rengøringsassistent;Drift
Aage;Bisgaard;Rengøringsassistent;Drift
Sofie;Spang;Rengøringsassistent;Drift
Amalie;Jespersen;Rengøringsassistent;Drift
Jette;Svensson;Rengøringsassistent;Drift
John;Jakobsen;Rengøringsassistent;Drift
Mikkel;Carstensen;Rengøringsassistent;Drift
Birgit;Hansen;Rengøringsassistent;Drift
Tobias;Nielsen;Rengøringsassistent;Drift
Paul;Panum;Rengøringsassistent;Drift
Jens;Skov;Rengøringsassistent;Drift
Kamilla;Huneke;Rengøringsassistent;Drift
Pia;Carstensen;Rengøringsassistent;Drift
Marcus;Kirkegaard;Rengøringsassistent;Drift
Erna;Fischer;Rengøringsassistent;Drift
Valdemar;Olsen;Rengøringsassistent;Drift
Emil;Sørensen;Rengøringsassistent;Drift
Else;Clausager;Rengøringsassistent;Drift
Sofie;Lund;Rengøringsassistent;Drift
Finn;Kofoed;Rengøringsassistent;Drift
Karina;Engelstoft;Rengøringsassistent;Drift
Peter;Lauritzen;Rengøringsassistent;Drift
Abel;Knudsen;Rengøringsassistent;Drift
Hans;Vestergård;Rengøringsassistent;Drift
Mette;Olsson;Rengøringsassistent;Drift
Karina;Andersen;Rengøringsassistent;Drift
Karoline;Bertelsen;Rengøringsassistent;Drift
Anne;Bech;Rengøringsassistent;Drift
Kristian;Bendtsen;Rengøringsassistent;Drift
Edith;FuhlenDorff;Rengøringsassistent;Drift
Kristoffer;Persson;Rengøringsassistent;Drift
Svend;Pedersen ;Rengøringsassistent;Drift
Niels;Dalgård;Rengøringsassistent;Drift
Grethe;Bang;Rengøringsassistent;Drift
Svend;Nielsen;Rengøringsassistent;Drift
Henrik;Thygesen;Rengøringsassistent;Drift
Edith;Solberg;Rengøringsassistent;Drift
Camilla;Knudsen;Rengøringsassistent;Drift
Helle;Nørgaard;Rengøringsassistent;Drift
Harald;Bach;Rengøringsassistent;Drift
Birgitte;Dam;Rengøringsassistent;Drift
Maria;Lorentzen;Rengøringsassistent;Drift
Kamilla;Troelsgaard;Rengøringsassistent;Drift
Kristoffer;Huneke;Rengøringsassistent;Drift
Christine;Dybdahl;Rengøringsassistent;Drift
Malene;Hougaard;Rengøringsassistent;Drift
Mary;Andersen;Rengøringsassistent;Drift
Lærke;Bjørnholt;Rengøringsassistent;Drift
Kristian;Bundgård;Rengøringsassistent;Drift
Lærke;Olsen;Rengøringsassistent;Drift
Gorm;Friis;Rengøringsassistent;Drift
Peter;Dalgård;Rengøringsassistent;Drift
Ingrid;Laustsen;Rengøringsassistent;Drift
Johanne;Solberg;Rengøringsassistent;Drift
Hans;Lauritzen;Rengøringsassistent;Drift
Torben;Hoffmann;Rengøringsassistent;Drift
Mette;Hansen ;Rengøringsassistent;Drift
Birte;Strandberg;Rengøringsassistent;Drift
Gerda;Rohde;Rengøringsassistent;Drift
Elisabeth;Simonsen;Rengøringsassistent;Drift
Jakob;Enevoldsen;Rengøringsassistent;Drift
Josefine;Holst;Rengøringsassistent;Drift
Victor;Solberg;Rengøringsassistent;Drift
Henrik;Øgendahl;Rengøringsassistent;Drift
Mathias;Sommer;Rengøringsassistent;Drift
Viggo;Bundgaard;Rengøringsassistent;Drift
Henry;Jespersen;Rengøringsassistent;Drift
Jan;Jeppesen;Rengøringsassistent;Drift
Kristian;Laursen;Rengøringsassistent;Drift
Leif;Svendsen;Rengøringsassistent;Drift
Karoline;Frederiksen;Rengøringsassistent;Drift
Bent;Ballin;Rengøringsassistent;Drift
Camilla;Falk;Rengøringsassistent;Drift
Gitte;Jessen;Rengøringsassistent;Drift
Magnus;Bernstorff;Rengøringsassistent;Drift
Arne;Kruse;Rengøringsassistent;Drift
Kristine;Lauridsen;Rengøringsassistent;Drift
Kim;Lauritsen;Rengøringsassistent;Drift
Jytte;Ibsen;Rengøringsassistent;Drift
Josefine;Hemmingsen;Rengøringsassistent;Drift
Egon;Søgaard;Rengøringsassistent;Drift
Henning;Gregersen;Rengøringsassistent;Drift
Jette;Holm;Rengøringsassistent;Drift
Lucas;Bech;Rengøringsassistent;Drift
Marcus;Dalgård;Rengøringsassistent;Drift
Kurt;Henriksen;Rengøringsassistent;Drift
Jacob;Hougaard;Rengøringsassistent;Drift
Katrine;Persson;Rengøringsassistent;Drift
Per;Schack ;Rengøringsassistent;Drift
Karen;Hermansen;Rengøringsassistent;Drift
Nikolaj;Steenstrup;Rengøringsassistent;Drift
Ruth;Jørgensen;Rengøringsassistent;Drift
Oluf;Pilmark;Rengøringsassistent;Drift
Victor;Steenstrup;Rengøringsassistent;Drift
Irene;Arreborg;Rengøringsassistent;Drift
Mathilde;Brandt;Rengøringsassistent;Drift
Kirstine;Bundgård;Rengøringsassistent;Drift
Mikkel;Hermansen;Rengøringsassistent;Drift
Irene;Hedegaard;Rengøringsassistent;Drift
Pernille;Engelstoft;Rengøringsassistent;Drift
Sten;Dalgård;Rengøringsassistent;Drift
Valdemar;Brandt;Rengøringsassistent;Drift
Per;Kallesoe;Rengøringsassistent;Drift
Inger;Jakobsen;Rengøringsassistent;Drift
Pernille;Mogensen;Rengøringsassistent;Drift
Arne;Ballin;Rengøringsassistent;Drift
Oluf;Meyer;Rengøringsassistent;Drift
Mikkel;Østergård;Rengøringsassistent;Drift
Ove;Frandsen;Rengøringsassistent;Drift
Åse;Arendt;Rengøringsassistent;Drift
Frederik;Kristoffersen;Rengøringsassistent;Drift
Vibeke;Jespersen;Rengøringsassistent;Drift
Grethe;Schack ;Rengøringsassistent;Drift
Bente;Rasmussen;Rengøringsassistent;Drift
Hans;Sommer;Rengøringsassistent;Drift
Preben;Kristoffersen;Rengøringsassistent;Drift
Malene;Taarnhøj;Rengøringsassistent;Drift
Sten;Laustsen;Rengøringsassistent;Drift
Harald;Nørgaard;Rengøringsassistent;Drift
